# rank n mean_Re_E mean_Im_E local_plugin_V acceptance max_inverse_drift initial_tries elapsed_seconds
           0       32768  -1.2430961201337574E+002  -1.6558015201160649E-003   4.7018289821218691E+000   2.1846675872802734E-001   2.6680693477802957E-013   1.0000000000000000E+000   6.6727672004979104E+002
           1       32768  -1.2431261772668822E+002   8.9237359862545888E-003   4.6738433954791798E+000   2.1863710880279541E-001   1.0599792859017371E-013   1.0000000000000000E+000   6.6354241907503456E+002
           2       32768  -1.2433188994339224E+002  -5.5376106109237180E-003   4.7729752479652099E+000   2.1855628490447998E-001   1.5696894068061389E-013   1.0000000000000000E+000   6.6590545996371657E+002
           3       32768  -1.2429024540822644E+002   5.0081203566275379E-005   4.6621366241171103E+000   2.1859586238861084E-001   1.7681588736136710E-013   1.0000000000000000E+000   6.6061986666545272E+002
           4       32768  -1.2432162535762808E+002  -3.2612305915710282E-003   5.2082813967123567E+000   2.1888720989227295E-001   1.6916458603613195E-013   1.0000000000000000E+000   6.6320792914088815E+002
           5       32768  -1.2431681842123311E+002   1.5644476438557105E-002   5.4083879263232841E+000   2.1859586238861084E-001   1.8197596843272546E-013   1.0000000000000000E+000   6.5989808637555689E+002
           6       32768  -1.2429789567002614E+002   3.5859278920852299E-003   4.6412337611722734E+000   2.1862959861755371E-001   6.7982053563238393E-013   1.0000000000000000E+000   6.6282373112719506E+002
           7       32768  -1.2430695391995135E+002  -6.5847412811561225E-003   4.6721513135522024E+000   2.1873486042022705E-001   1.7293552364372769E-013   1.0000000000000000E+000   6.5989758170675486E+002
           8       32768  -1.2430594667644290E+002  -3.7795509426240066E-003   4.6890389436101820E+000   2.1851110458374023E-001   9.9813415924669044E-014   1.0000000000000000E+000   6.6303069250471890E+002
           9       32768  -1.2431731450228774E+002  -3.5490593551508304E-003   4.7949554040483573E+000   2.1835100650787354E-001   2.6542521714040289E-013   1.0000000000000000E+000   6.5983331529982388E+002
          10       32768  -1.2430902602188171E+002  -4.0086404069663078E-003   4.9245087016116180E+000   2.1852231025695801E-001   2.0867002072489474E-013   1.0000000000000000E+000   6.6252035799063742E+002
          11       32768  -1.2431740406669127E+002  -5.6108341552657042E-003   4.7967380868775891E+000   2.1854555606842041E-001   1.8284949661981618E-013   1.0000000000000000E+000   6.5963065558206290E+002
          12       32768  -1.2430561559223993E+002   6.3646126969161901E-003   5.1743875475918006E+000   2.1913349628448486E-001   8.9239154426287458E-013   1.0000000000000000E+000   6.6376100465655327E+002
          13       32768  -1.2431653622179243E+002  -1.7319204143232158E-003   5.1476501648750386E+000   2.1890985965728760E-001   9.9064995136955724E-013   1.0000000000000000E+000   6.6078264866862446E+002
