arxiv	peer_reviewed	title	instance	verdict	eps	err	rel_pct	kind	convention	src	table	row_label	col_header	sizes	note	record_eps	record_method	exact_eps	caption
2507.10705	no	Neural Network-Augmented Pfaffian Wave-functions for Scalable Simulations of Interacting Fermions	Hubbard/square_64_P_28_8	BEATS	-1.094396	0.000004	-46.741	variational?		html	1	8	E / N site	N=8,L=8,4x4	filling=UNSTATED(instance delta=0.1250)	-0.7458	Jastrow-backflow (JBf), 8x8 torus		Table 2: Raw data of Fig. 4 in the 4 × 4 lattice with particle density n = 5 / 8 .
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.6	BEATS	-0.699315		-46.465	variational?		pdf	1	8×8	Condition	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.6)	-0.477461063520463	DMRG (bond dimension = 1024)		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_256_P_0.5	BEATS	-0.7275		-46.404	variational?		pdf	1	10 16×16 A NA PBC	Error	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.496914	CNN-MPS		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.6	BEATS	-0.6982		-46.232	variational?		pdf	1	8×8	Condition	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.6)	-0.477461063520463	DMRG (bond dimension = 1024)		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.5	BEATS	-0.7275		-46.174	variational?		pdf	1	10 16×16 A NA PBC	Error	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.4976939	CNN-MPS (h,D,l)=(32,20,20), Marshall sign transformation		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_256_P_0.5	BEATS	-0.726015		-46.105	variational?		pdf	1	0.875 16×16	Condition	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.496914	CNN-MPS		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_256_P_0.5	BEATS	-0.7257		-46.041	variational?		pdf	1	0.875 16×16	Condition	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.496914	CNN-MPS		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.5	BEATS	-0.726015		-45.876	variational?		pdf	1	0.875 16×16	Condition	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.4976939	CNN-MPS (h,D,l)=(32,20,20), Marshall sign transformation		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.7	BEATS	-0.7568		-45.850	variational?		pdf	1	8×8	Size	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.7)	-0.5188900000000001	RBM wave function		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.5	BEATS	-0.7257		-45.813	variational?		pdf	1	0.875 16×16	Condition	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.4976939	CNN-MPS (h,D,l)=(32,20,20), Marshall sign transformation		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_64_P_0.5	BEATS	-0.7275		-45.802	variational?		pdf	1	10 16×16 A NA PBC	Error	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.4989634765625	RBM+PP with momentum (K=0), spin-parity (even S), and point-group (A1) projections, 16 hidden units		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.7	BEATS	-0.7563		-45.753	variational?		pdf	1	8×8	Error	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.7)	-0.5188900000000001	RBM wave function		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.6	BEATS	-0.6955		-45.666	variational?		pdf	1	8×8	Condition	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.6)	-0.477461063520463	DMRG (bond dimension = 1024)		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2510.11710	yes	Comparing Symmetrized Determinant Neural Quantum States for the Hubbard Model	J1J2/square_64_P_0.5	BEATS	-0.7264	0.0005	-45.582	variational?		html	0	JBf ( 8 × 8 Cylinder)	E 0 / M	8x8,8x4	J2=UNSTATED(instance J2=0.5)	-0.4989634765625	RBM+PP with momentum (K=0), spin-parity (even S), and point-group (A1) projections, 16 hidden units		Table 1: Converged variational energies per site for different lattices and network architectures. The left table shows results for the 8 × 4 and 8 × 8 cylinders and 8 × 8 torus lattices with U / t = 8 and n h = 1 / 8 hole doping. The right table shows results for the 8 × 8 torus with ViT and Symm-V
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.7	BEATS	-0.7552		-45.541	variational?		pdf	1	8×8	Error	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.7)	-0.5188900000000001	RBM wave function		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_64_P_0.5	BEATS	-0.726015		-45.505	variational?		pdf	1	0.875 16×16	Condition	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.4989634765625	RBM+PP with momentum (K=0), spin-parity (even S), and point-group (A1) projections, 16 hidden units		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2510.11710	yes	Comparing Symmetrized Determinant Neural Quantum States for the Hubbard Model	J1J2/square_64_P_0.5	BEATS	-0.7259	0	-45.482	variational?		html	0	HFDS ( 8 × 8 Cylinder)	E 0 / M	8x8,8x4	J2=UNSTATED(instance J2=0.5)	-0.4989634765625	RBM+PP with momentum (K=0), spin-parity (even S), and point-group (A1) projections, 16 hidden units		Table 1: Converged variational energies per site for different lattices and network architectures. The left table shows results for the 8 × 4 and 8 × 8 cylinders and 8 × 8 torus lattices with U / t = 8 and n h = 1 / 8 hole doping. The right table shows results for the 8 × 8 torus with ViT and Symm-V
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_64_P_0.5	BEATS	-0.7257		-45.442	variational?		pdf	1	0.875 16×16	Condition	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.4989634765625	RBM+PP with momentum (K=0), spin-parity (even S), and point-group (A1) projections, 16 hidden units		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.7	BEATS	-0.75445		-45.397	variational?		pdf	1	16×16 PBC	Condition	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.7)	-0.5188900000000001	RBM wave function		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_256_P_0.5	BEATS	-0.7219		-45.277	variational?		pdf	1	0.875 16×16	Size	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.496914	CNN-MPS		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.5	BEATS	-0.7219		-45.049	variational?		pdf	1	0.875 16×16	Size	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.4976939	CNN-MPS (h,D,l)=(32,20,20), Marshall sign transformation		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.7	BEATS	-0.7509		-44.713	variational?		pdf	1	16×16 PBC	Size	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.7)	-0.5188900000000001	RBM wave function		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_64_P_0.5	BEATS	-0.7219		-44.680	variational?		pdf	1	0.875 16×16	Size	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.5)	-0.4989634765625	RBM+PP with momentum (K=0), spin-parity (even S), and point-group (A1) projections, 16 hidden units		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.4	BEATS	-0.7568		-44.427	variational?		pdf	1	8×8	Size	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.4)	-0.524	VMC + 2 Lanczos steps		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2104.03632	yes	Can a CNN trained on the Ising model detect the phase transition of the $q$-state Potts model?	Hubbard/square_36_P_12_4	BEATS	-1.7107		-44.332	variational?		pdf	0	6	E        M	N=6,L=6	filling=UNSTATED(instance delta=0.3333)	-1.18525	CP AFQMC with Constraint Release; no strict upper bound property		Table 1: The transition temperatures of the q-state Potts models for various q. T∗c,q, E and M, respectively, denote the temperature, internal energy, and magnetization of the image for which the CNN outputs T CNNc = 1.1209. That is, these are the quantities of the generated image that the CNN predi
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.4	BEATS	-0.7563		-44.332	variational?		pdf	1	8×8	Error	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.4)	-0.524	VMC + 2 Lanczos steps		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.4	BEATS	-0.7552		-44.122	variational?		pdf	1	8×8	Error	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.4)	-0.524	VMC + 2 Lanczos steps		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.4	BEATS	-0.75445		-43.979	variational?		pdf	1	16×16 PBC	Condition	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.4)	-0.524	VMC + 2 Lanczos steps		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.4	BEATS	-0.7509		-43.302	variational?		pdf	1	16×16 PBC	Size	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.4)	-0.524	VMC + 2 Lanczos steps		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_64_P_0.55	BEATS	-0.699315		-43.182	variational?		pdf	1	8×8	Condition	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.55)	-0.48841	VMC + 2 Lanczos steps		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.6	BEATS	-0.683015		-43.051	variational?		pdf	1	8×8	Error	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.6)	-0.477461063520463	DMRG (bond dimension = 1024)		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.6	BEATS	-0.6828		-43.006	variational?		pdf	1	10 16×16 A NA PBC	Condition	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.6)	-0.477461063520463	DMRG (bond dimension = 1024)		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.7	BEATS	-0.742		-42.998	variational?		pdf	1	16×16 PBC	Size	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.7)	-0.5188900000000001	RBM wave function		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.7	BEATS	-0.7419		-42.978	variational?		pdf	1	0.875 16×16	Error	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.7)	-0.5188900000000001	RBM wave function		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_64_P_0.55	BEATS	-0.6982		-42.954	variational?		pdf	1	8×8	Condition	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.55)	-0.48841	VMC + 2 Lanczos steps		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2104.03632	yes	Can a CNN trained on the Ising model detect the phase transition of the $q$-state Potts model?	Hubbard/square_64_P_22_4	BEATS	-1.6945		-42.899	variational?		pdf	0	8	E        M	N=8,L=8	filling=UNSTATED(instance delta=0.3125)	-1.1858	CP AFQMC with Constraint Release; no strict upper bound property		Table 1: The transition temperatures of the q-state Potts models for various q. T∗c,q, E and M, respectively, denote the temperature, internal energy, and magnetization of the image for which the CNN outputs T CNNc = 1.1209. That is, these are the quantities of the generated image that the CNN predi
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.7	BEATS	-0.7414		-42.882	variational?		pdf	1	16×16 PBC	Error	16x16,12x12,8x8,10x10	J2=UNSTATED(instance J2=0.7)	-0.5188900000000001	RBM wave function		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
2507.01856	no	Investigating the Fermi-Hubbard model by the tensor-backflow method	J1J2/square_100_P_0.6	BEATS	-0.6821		-42.860	variational?		pdf	1	8×8	Error	8x8,12x12,10x10	J2=UNSTATED(instance J2=0.6)	-0.477461063520463	DMRG (bond dimension = 1024)		1 8 12×12 PBC -0.5209 -0.5224 -0.524643 TABLE II. Energy comparisons respect to state-of-the-art A NA PBC -0.5205 -0.5224 -0.524943 NQS results10 forn=0.875,U=8 under varioust ′, lattice 44/64 8×8 -1.1833 -1.1846 -1.186744 sizes and boundary conditions, with NN backflow fort ′=0 80/100 4 10×10 PBC -
